ID,ExperimentID,Algorithm,TimeDuration,Rounds,TotalMessages,MaxSentFromNode,MaxReceivedByNode,OKPercentage,CorruptedPercentage,LostPercentage,OKCount,CorruptedCount,LostCount,AliveNodesCount,DeadNodesCount,TimerExpired,Timer,NodeCount,MulticastDomains,GossipFanOut,DelayMean,AliveProbability,LossProbability,CorruptionProbability
1,0,Broadcast,19574621,1,99,99,99,52,6,42,52,6,42,61,39,0,100,100,2,1,10,0.6,0.1,0.1
2,0,Singlecast,12256043,1,1,1,1,1,0,99,1,0,99,61,39,0,100,100,2,1,10,0.6,0.1,0.1
3,0,Multicast,1223735840,2,99,50,50,25,4,71,25,4,71,61,39,0,100,100,2,1,10,0.6,0.1,0.1
4,0,GossipPull,58286000752,18,1147,15,15,50,11,39,50,11,39,61,39,0,100,100,2,1,10,0.6,0.1,0.1
5,0,GossipPush,60369929395,16,411,15,15,48,13,39,48,13,39,61,39,0,100,100,2,1,10,0.6,0.1,0.1
6,0,GossipPushPull,5374397322,11,2000,27,27,24,37,39,24,37,39,61,39,0,100,100,2,1,10,0.6,0.1,0.1
7,1,Broadcast,20497164,1,99,99,99,41,7,52,41,7,52,61,39,0,100,100,2,1,10,0.6,0.2,0.2
8,1,Singlecast,5299455,1,2,1,1,2,0,98,2,0,98,61,39,0,100,100,2,1,10,0.6,0.2,0.2
9,1,Multicast,1489073610,2,99,50,50,40,10,50,40,10,50,61,39,0,100,100,2,1,10,0.6,0.2,0.2
10,1,GossipPull,55219519862,17,1147,15,15,28,33,39,28,33,39,61,39,0,100,100,2,1,10,0.6,0.2,0.2
11,1,GossipPush,88139667969,22,569,21,21,39,22,39,39,22,39,61,39,0,100,100,2,1,10,0.6,0.2,0.2
12,1,GossipPushPull,11216331528,13,2400,39,39,33,28,39,33,28,39,61,39,0,100,100,2,1,10,0.6,0.2,0.2
13,2,Broadcast,20447152,1,99,99,99,30,14,56,30,14,56,58,42,0,100,100,2,1,10,0.6,0.3,0.3
14,2,Singlecast,6274066,1,1,1,1,1,0,99,1,0,99,58,42,0,100,100,2,1,10,0.6,0.3,0.3
15,2,Multicast,1574870673,2,99,50,50,13,13,74,13,13,74,58,42,0,100,100,2,1,10,0.6,0.3,0.3
16,2,GossipPull,71803671877,21,1466,19,19,23,36,41,23,36,41,58,42,0,100,100,2,1,10,0.6,0.3,0.3
17,2,GossipPush,101654013924,24,494,23,23,6,52,42,6,52,42,58,42,1,100,100,2,1,10,0.6,0.3,0.3
18,2,GossipPushPull,0,24,0,0,0,1,0,99,1,0,99,58,42,0,100,100,2,1,10,0.6,0.3,0.3
19,3,Broadcast,20075530,1,99,99,99,60,10,30,60,10,30,81,19,0,100,100,2,1,10,0.8,0.1,0.1
20,3,Singlecast,39231629,1,4,1,1,4,0,96,4,0,96,81,19,0,100,100,2,1,10,0.8,0.1,0.1
21,3,Multicast,940223012,2,99,50,50,63,8,29,63,8,29,81,19,0,100,100,2,1,10,0.8,0.1,0.1
22,3,GossipPull,41608319343,16,942,13,13,49,32,19,49,32,19,81,19,0,100,100,2,1,10,0.8,0.1,0.1
23,3,GossipPush,48026508716,14,412,13,13,70,11,19,70,11,19,81,19,0,100,100,2,1,10,0.8,0.1,0.1
24,3,GossipPushPull,1484845110,8,1400,20,20,63,18,19,63,18,19,81,19,0,100,100,2,1,10,0.8,0.1,0.1
25,4,Broadcast,20289995,1,99,99,99,63,10,27,63,10,27,87,13,0,100,100,2,1,10,0.8,0.2,0.2
26,4,Singlecast,8420198,1,2,1,1,2,0,98,2,0,98,87,13,0,100,100,2,1,10,0.8,0.2,0.2
27,4,Multicast,736550513,2,99,50,50,54,20,26,54,20,26,87,13,0,100,100,2,1,10,0.8,0.2,0.2
28,4,GossipPull,39060695357,16,1002,13,13,46,41,13,46,41,13,87,13,0,100,100,2,1,10,0.8,0.2,0.2
29,4,GossipPush,56735582558,17,612,16,16,54,33,13,54,33,13,87,13,0,100,100,2,1,10,0.8,0.2,0.2
30,4,GossipPushPull,2277792493,9,1600,23,23,77,10,13,77,10,13,87,13,0,100,100,2,1,10,0.8,0.2,0.2
31,5,Broadcast,19535380,1,99,99,99,45,17,38,45,17,38,85,15,0,100,100,2,1,10,0.8,0.3,0.3
32,5,Singlecast,4246860,1,1,1,1,1,0,99,1,0,99,85,15,0,100,100,2,1,10,0.8,0.3,0.3
33,5,Multicast,1172604985,2,99,50,50,19,25,56,19,25,56,85,15,0,100,100,2,1,10,0.8,0.3,0.3
34,5,GossipPull,53824723220,18,1002,14,14,41,44,15,41,44,15,85,15,0,100,100,2,1,10,0.8,0.3,0.3
35,5,GossipPush,75378804421,22,946,21,21,12,73,15,12,73,15,85,15,0,100,100,2,1,10,0.8,0.3,0.3
36,5,GossipPushPull,4814596853,11,2000,28,28,62,23,15,62,23,15,85,15,0,100,100,2,1,10,0.8,0.3,0.3
37,6,Broadcast,20448359,1,99,99,99,85,8,7,85,8,7,100,0,0,100,100,2,1,10,1,0.1,0.1
38,6,Singlecast,27483259,1,2,1,1,2,0,98,2,0,98,100,0,0,100,100,2,1,10,1,0.1,0.1
39,6,Multicast,440363053,2,99,50,50,82,7,11,82,7,11,100,0,0,100,100,2,1,10,1,0.1,0.1
40,6,GossipPull,27626175497,14,719,11,11,48,52,0,48,52,0,100,0,0,100,100,2,1,10,1,0.1,0.1
41,6,GossipPush,38995363871,14,578,13,13,90,10,0,90,10,0,100,0,0,100,100,2,1,10,1,0.1,0.1
42,6,GossipPushPull,1122513977,9,1600,24,24,70,30,0,70,30,0,100,0,0,100,100,2,1,10,1,0.1,0.1
43,7,Broadcast,20166419,1,99,99,99,57,21,22,57,21,22,100,0,0,100,100,2,1,10,1,0.2,0.2
44,7,Singlecast,63221875,1,6,1,1,6,0,94,6,0,94,100,0,0,100,100,2,1,10,1,0.2,0.2
45,7,Multicast,572609854,2,99,50,50,29,17,54,29,17,54,100,0,0,100,100,2,1,10,1,0.2,0.2
46,7,GossipPull,32789347551,14,708,11,11,45,55,0,45,55,0,100,0,0,100,100,2,1,10,1,0.2,0.2
47,7,GossipPush,47686839151,17,793,16,16,45,55,0,45,55,0,100,0,0,100,100,2,1,10,1,0.2,0.2
48,7,GossipPushPull,1285681825,8,1400,21,21,65,35,0,65,35,0,100,0,0,100,100,2,1,10,1,0.2,0.2
49,8,Broadcast,20025300,1,99,99,99,40,29,31,40,29,31,100,0,0,100,100,2,1,10,1,0.3,0.3
50,8,Singlecast,3234389,1,1,1,1,1,0,99,1,0,99,100,0,0,100,100,2,1,10,1,0.3,0.3
51,8,Multicast,1185840738,2,99,50,50,43,21,36,43,21,36,100,0,0,100,100,2,1,10,1,0.3,0.3
52,8,GossipPull,49301647986,18,891,12,12,30,70,0,30,70,0,100,0,0,100,100,2,1,10,1,0.3,0.3
53,8,GossipPush,49504331067,16,687,15,15,60,40,0,60,40,0,100,0,0,100,100,2,1,10,1,0.3,0.3
54,8,GossipPushPull,2526759689,9,1600,22,22,46,54,0,46,54,0,100,0,0,100,100,2,1,10,1,0.3,0.3
55,9,Broadcast,99268057,1,99,99,99,50,4,46,50,4,46,56,44,0,100,100,2,1,50,0.6,0.1,0.1
56,9,Singlecast,75575016,1,1,1,1,1,0,99,1,0,99,56,44,0,100,100,2,1,50,0.6,0.1,0.1
57,9,Multicast,1201745170,2,99,50,50,25,7,68,25,7,68,56,44,0,100,100,2,1,50,0.6,0.1,0.1
58,9,GossipPull,48517042243,16,1162,15,15,43,14,43,43,14,43,56,44,0,100,100,2,1,50,0.6,0.1,0.1
59,9,GossipPush,99155903707,24,577,23,23,54,3,43,54,3,43,56,44,1,100,100,2,1,50,0.6,0.1,0.1
60,9,GossipPushPull,113865747485,24,7,3,0,2,0,98,2,0,98,56,44,0,100,100,2,1,50,0.6,0.1,0.1
61,10,Broadcast,97961419,1,99,99,99,48,5,47,48,5,47,63,37,0,100,100,2,1,50,0.6,0.2,0.2
62,10,Singlecast,52499515,1,1,1,1,1,0,99,1,0,99,63,37,0,100,100,2,1,50,0.6,0.2,0.2
63,10,Multicast,1355393187,2,99,50,50,20,9,71,20,9,71,63,37,0,100,100,2,1,50,0.6,0.2,0.2
64,10,GossipPull,67506020592,19,1173,16,16,42,21,37,42,21,37,63,37,0,100,100,2,1,50,0.6,0.2,0.2
65,10,GossipPush,85815456378,21,482,20,20,44,19,37,44,19,37,63,37,0,100,100,2,1,50,0.6,0.2,0.2
66,10,GossipPushPull,6325408365,9,1600,26,26,28,35,37,28,35,37,63,37,0,100,100,2,1,50,0.6,0.2,0.2
67,11,Broadcast,99413920,1,99,99,99,28,15,57,28,15,57,58,42,0,100,100,2,1,50,0.6,0.3,0.3
68,11,Singlecast,99403761,1,1,1,1,1,0,99,1,0,99,58,42,0,100,100,2,1,50,0.6,0.3,0.3
69,11,Multicast,1502038640,2,99,50,50,17,10,73,17,10,73,58,42,0,100,100,2,1,50,0.6,0.3,0.3
70,11,GossipPull,67801711608,19,1276,16,16,45,13,42,45,13,42,58,42,0,100,100,2,1,50,0.6,0.3,0.3
71,11,GossipPush,104553712488,19,448,22,22,18,38,44,18,38,44,58,42,1,100,100,2,1,50,0.6,0.3,0.3
72,11,GossipPushPull,18219762964,40,2800,41,41,7,51,42,7,51,42,58,42,0,100,100,2,1,50,0.6,0.3,0.3
73,12,Broadcast,100855565,1,99,99,99,58,8,34,58,8,34,74,26,0,100,100,2,1,50,0.8,0.1,0.1
74,12,Singlecast,86484406,1,1,1,1,1,0,99,1,0,99,74,26,0,100,100,2,1,50,0.8,0.1,0.1
75,12,Multicast,1103468559,2,99,50,50,27,8,65,27,8,65,74,26,0,100,100,2,1,50,0.8,0.1,0.1
76,12,GossipPull,42537793469,16,1031,14,14,39,35,26,39,35,26,74,26,0,100,100,2,1,50,0.8,0.1,0.1
77,12,GossipPush,62621840573,17,525,16,16,66,8,26,66,8,26,74,26,0,100,100,2,1,50,0.8,0.1,0.1
78,12,GossipPushPull,3867499960,9,1600,23,23,57,17,26,57,17,26,74,26,0,100,100,2,1,50,0.8,0.1,0.1
79,13,Broadcast,100318453,1,99,99,99,57,11,32,57,11,32,84,16,0,100,100,2,1,50,0.8,0.2,0.2
80,13,Singlecast,60447764,1,1,1,1,1,1,98,1,1,98,84,16,0,100,100,2,1,50,0.8,0.2,0.2
81,13,Multicast,652199846,2,99,50,50,27,22,51,27,22,51,84,16,0,100,100,2,1,50,0.8,0.2,0.2
82,13,GossipPull,47034282660,17,1023,14,14,67,17,16,67,17,16,84,16,0,100,100,2,1,50,0.8,0.2,0.2
83,13,GossipPush,63515524523,18,627,17,17,51,33,16,51,33,16,84,16,0,100,100,2,1,50,0.8,0.2,0.2
84,13,GossipPushPull,3487444677,10,1800,26,26,55,29,16,55,29,16,84,16,0,100,100,2,1,50,0.8,0.2,0.2
85,14,Broadcast,99899053,1,99,99,99,44,16,40,44,16,40,86,14,0,100,100,2,1,50,0.8,0.3,0.3
86,14,Singlecast,28290392,1,1,1,1,1,0,99,1,0,99,86,14,0,100,100,2,1,50,0.8,0.3,0.3
87,14,Multicast,1104665860,2,99,50,50,23,13,64,23,13,64,86,14,0,100,100,2,1,50,0.8,0.3,0.3
88,14,GossipPull,52088187045,17,897,12,12,39,47,14,39,47,14,86,14,0,100,100,2,1,50,0.8,0.3,0.3
89,14,GossipPush,50870163951,15,571,14,14,18,68,14,18,68,14,86,14,0,100,100,2,1,50,0.8,0.3,0.3
90,14,GossipPushPull,5352346338,13,2400,33,33,25,61,14,25,61,14,86,14,0,100,100,2,1,50,0.8,0.3,0.3
91,15,Broadcast,99071810,1,99,99,99,86,4,10,86,4,10,100,0,0,100,100,2,1,50,1,0.1,0.1
92,15,Singlecast,139050693,1,3,1,1,4,0,96,4,0,96,100,0,0,100,100,2,1,50,1,0.1,0.1
93,15,Multicast,435304099,2,99,50,50,42,4,54,42,4,54,100,0,0,100,100,2,1,50,1,0.1,0.1
94,15,GossipPull,34445967838,15,724,10,10,52,48,0,52,48,0,100,0,0,100,100,2,1,50,1,0.1,0.1
95,15,GossipPush,37542301279,14,626,13,13,91,9,0,91,9,0,100,0,0,100,100,2,1,50,1,0.1,0.1
96,15,GossipPushPull,1089713453,8,1400,21,21,74,26,0,74,26,0,100,0,0,100,100,2,1,50,1,0.1,0.1
97,16,Broadcast,99658518,1,99,99,99,60,15,25,60,15,25,100,0,0,100,100,2,1,50,1,0.2,0.2
98,16,Singlecast,70430839,1,1,1,1,2,0,98,2,0,98,100,0,0,100,100,2,1,50,1,0.2,0.2
99,16,Multicast,895958334,2,99,50,50,68,12,20,68,12,20,100,0,0,100,100,2,1,50,1,0.2,0.2
100,16,GossipPull,41311446916,16,755,11,11,33,67,0,33,67,0,100,0,0,100,100,2,1,50,1,0.2,0.2
101,16,GossipPush,53530207394,16,547,15,15,38,62,0,38,62,0,100,0,0,100,100,2,1,50,1,0.2,0.2
102,16,GossipPushPull,2134838118,10,1800,24,24,50,50,0,50,50,0,100,0,0,100,100,2,1,50,1,0.2,0.2
103,17,Broadcast,100417692,1,99,99,99,43,27,30,43,27,30,100,0,0,100,100,2,1,50,1,0.3,0.3
104,17,Singlecast,82790153,1,2,1,1,2,0,98,2,0,98,100,0,0,100,100,2,1,50,1,0.3,0.3
105,17,Multicast,735063016,2,99,50,50,23,26,51,23,26,51,100,0,0,100,100,2,1,50,1,0.3,0.3
106,17,GossipPull,39636860857,15,768,10,10,29,71,0,29,71,0,100,0,0,100,100,2,1,50,1,0.3,0.3
107,17,GossipPush,54600833481,18,862,17,17,21,79,0,21,79,0,100,0,0,100,100,2,1,50,1,0.3,0.3
108,17,GossipPushPull,2935824349,10,1800,27,27,40,60,0,40,60,0,100,0,0,100,100,2,1,50,1,0.3,0.3
109,18,Broadcast,20162528,1,99,99,99,51,4,45,51,4,45,61,39,0,100,100,3,2,10,0.6,0.1,0.1
110,18,Singlecast,12301525,1,1,1,1,1,0,99,1,0,99,61,39,0,100,100,3,2,10,0.6,0.1,0.1
111,18,Multicast,2175552019,3,99,35,35,23,4,73,23,4,73,61,39,0,100,100,3,2,10,0.6,0.1,0.1
112,18,GossipPull,26261446747,13,1615,21,21,55,6,39,55,6,39,61,39,0,100,100,3,2,10,0.6,0.1,0.1
113,18,GossipPush,37644673798,11,494,20,20,49,12,39,49,12,39,61,39,0,100,100,3,2,10,0.6,0.1,0.1
114,18,GossipPushPull,644218887,7,2400,32,32,54,7,39,54,7,39,61,39,0,100,100,3,2,10,0.6,0.1,0.1
115,19,Broadcast,20004654,1,99,99,99,36,9,55,36,9,55,60,40,0,100,100,3,2,10,0.6,0.2,0.2
116,19,Singlecast,1182436,1,1,1,1,1,0,99,1,0,99,60,40,0,100,100,3,2,10,0.6,0.2,0.2
117,19,Multicast,2778818091,3,99,35,35,9,7,84,9,7,84,60,40,0,100,100,3,2,10,0.6,0.2,0.2
118,19,GossipPull,21898092831,13,1824,21,21,21,39,40,21,39,40,60,40,0,100,100,3,2,10,0.6,0.2,0.2
119,19,GossipPush,51164757850,14,574,26,26,39,21,40,39,21,40,60,40,0,100,100,3,2,10,0.6,0.2,0.2
120,19,GossipPushPull,1197401134,7,2400,34,34,21,39,40,21,39,40,60,40,0,100,100,3,2,10,0.6,0.2,0.2
121,20,Broadcast,20138420,1,99,99,99,28,12,60,28,12,60,54,46,0,100,100,3,2,10,0.6,0.3,0.3
122,20,Singlecast,26620532,1,4,1,1,3,1,96,3,1,96,54,46,0,100,100,3,2,10,0.6,0.3,0.3
123,20,Multicast,2829175197,3,99,35,35,7,9,84,7,9,84,54,46,0,100,100,3,2,10,0.6,0.3,0.3
124,20,GossipPull,51416575357,17,2193,29,29,20,34,46,20,34,46,54,46,0,100,100,3,2,10,0.6,0.3,0.3
125,20,GossipPush,44183502703,12,456,22,22,19,35,46,19,35,46,54,46,0,100,100,3,2,10,0.6,0.3,0.3
126,20,GossipPushPull,3022757508,10,3600,45,45,31,23,46,31,23,46,54,46,0,100,100,3,2,10,0.6,0.3,0.3
127,21,Broadcast,19848697,1,99,99,99,68,8,24,68,8,24,80,20,0,100,100,3,2,10,0.8,0.1,0.1
128,21,Singlecast,7553118,1,2,1,1,2,0,98,2,0,98,80,20,0,100,100,3,2,10,0.8,0.1,0.1
129,21,Multicast,844065929,3,99,35,35,47,9,44,47,9,44,80,20,0,100,100,3,2,10,0.8,0.1,0.1
130,21,GossipPull,4472364526,9,1044,14,14,71,9,20,71,9,20,80,20,0,100,100,3,2,10,0.8,0.1,0.1
131,21,GossipPush,29100330642,10,610,18,18,56,24,20,56,24,20,80,20,0,100,100,3,2,10,0.8,0.1,0.1
132,21,GossipPushPull,353087895,6,2000,31,31,51,29,20,51,29,20,80,20,0,100,100,3,2,10,0.8,0.1,0.1
133,22,Broadcast,19217704,1,99,99,99,52,16,32,52,16,32,79,21,0,100,100,3,2,10,0.8,0.2,0.2
134,22,Singlecast,32676500,1,4,1,1,4,0,96,4,0,96,79,21,0,100,100,3,2,10,0.8,0.2,0.2
135,22,Multicast,1336760835,3,99,35,35,30,17,53,30,17,53,79,21,0,100,100,3,2,10,0.8,0.2,0.2
136,22,GossipPull,5827018431,9,1120,14,14,31,48,21,31,48,21,79,21,0,100,100,3,2,10,0.8,0.2,0.2
137,22,GossipPush,32100532460,10,526,18,18,55,24,21,55,24,21,79,21,0,100,100,3,2,10,0.8,0.2,0.2
138,22,GossipPushPull,503883738,6,2000,29,29,35,44,21,35,44,21,79,21,0,100,100,3,2,10,0.8,0.2,0.2
139,23,Broadcast,20233038,1,99,99,99,42,16,42,42,16,42,78,22,0,100,100,3,2,10,0.8,0.3,0.3
140,23,Singlecast,45776217,1,3,1,1,3,0,97,3,0,97,78,22,0,100,100,3,2,10,0.8,0.3,0.3
141,23,Multicast,1343481450,3,99,35,35,28,30,42,28,30,42,78,22,0,100,100,3,2,10,0.8,0.3,0.3
142,23,GossipPull,8574348235,11,1483,20,20,29,49,22,29,49,22,78,22,0,100,100,3,2,10,0.8,0.3,0.3
143,23,GossipPush,43585939713,13,702,24,24,14,64,22,14,64,22,78,22,0,100,100,3,2,10,0.8,0.3,0.3
144,23,GossipPushPull,885593406,8,2800,38,38,39,39,22,39,39,22,78,22,0,100,100,3,2,10,0.8,0.3,0.3
145,24,Broadcast,20636830,1,99,99,99,85,6,9,85,6,9,100,0,0,100,100,3,2,10,1,0.1,0.1
146,24,Singlecast,9628531,1,4,1,1,4,0,96,4,0,96,100,0,0,100,100,3,2,10,1,0.1,0.1
147,24,Multicast,587696405,3,99,35,35,78,9,13,78,9,13,100,0,0,100,100,3,2,10,1,0.1,0.1
148,24,GossipPull,588789765,8,809,11,11,41,59,0,41,59,0,100,0,0,100,100,3,2,10,1,0.1,0.1
149,24,GossipPush,22390833598,8,498,14,14,74,26,0,74,26,0,100,0,0,100,100,3,2,10,1,0.1,0.1
150,24,GossipPushPull,202980623,6,2000,29,29,89,11,0,89,11,0,100,0,0,100,100,3,2,10,1,0.1,0.1
151,25,Broadcast,20206360,1,99,99,99,70,10,20,70,10,20,100,0,0,100,100,3,2,10,1,0.2,0.2
152,25,Singlecast,17353810,1,1,1,1,1,0,99,1,0,99,100,0,0,100,100,3,2,10,1,0.2,0.2
153,25,Multicast,495779467,3,99,35,35,49,16,35,49,16,35,100,0,0,100,100,3,2,10,1,0.2,0.2
154,25,GossipPull,1762460566,9,1035,13,13,59,41,0,59,41,0,100,0,0,100,100,3,2,10,1,0.2,0.2
155,25,GossipPush,24262088910,11,1042,20,20,68,32,0,68,32,0,100,0,0,100,100,3,2,10,1,0.2,0.2
156,25,GossipPushPull,263626238,5,1600,24,24,65,35,0,65,35,0,100,0,0,100,100,3,2,10,1,0.2,0.2
157,26,Broadcast,20502264,1,99,99,99,54,18,28,54,18,28,100,0,0,100,100,3,2,10,1,0.3,0.3
158,26,Singlecast,47905178,1,4,1,1,4,0,96,4,0,96,100,0,0,100,100,3,2,10,1,0.3,0.3
159,26,Multicast,905353322,3,99,35,35,28,44,28,28,44,28,100,0,0,100,100,3,2,10,1,0.3,0.3
160,26,GossipPull,11162484348,11,974,13,13,10,90,0,10,90,0,100,0,0,100,100,3,2,10,1,0.3,0.3
161,26,GossipPush,27495408110,10,735,18,18,57,43,0,57,43,0,100,0,0,100,100,3,2,10,1,0.3,0.3
162,26,GossipPushPull,685265198,8,2800,41,41,39,61,0,39,61,0,100,0,0,100,100,3,2,10,1,0.3,0.3
163,27,Broadcast,98178149,1,99,99,99,54,10,36,54,10,36,66,34,0,100,100,3,2,50,0.6,0.1,0.1
164,27,Singlecast,14307907,1,1,1,1,1,0,99,1,0,99,66,34,0,100,100,3,2,50,0.6,0.1,0.1
165,27,Multicast,2392770909,3,99,35,35,36,4,60,36,4,60,66,34,0,100,100,3,2,50,0.6,0.1,0.1
166,27,GossipPull,12725847156,12,1575,19,19,39,27,34,39,27,34,66,34,0,100,100,3,2,50,0.6,0.1,0.1
167,27,GossipPush,46160614883,14,808,26,26,49,17,34,49,17,34,66,34,0,100,100,3,2,50,0.6,0.1,0.1
168,27,GossipPushPull,1004719165,6,2000,27,27,55,11,34,55,11,34,66,34,0,100,100,3,2,50,0.6,0.1,0.1
169,28,Broadcast,99468743,1,99,99,99,32,9,59,32,9,59,50,50,0,100,100,3,2,50,0.6,0.2,0.2
170,28,Singlecast,15284876,1,1,1,1,1,0,99,1,0,99,50,50,0,100,100,3,2,50,0.6,0.2,0.2
171,28,Multicast,2659253295,3,99,35,35,13,6,81,13,6,81,50,50,0,100,100,3,2,50,0.6,0.2,0.2
172,28,GossipPull,33029917634,13,1766,22,22,19,31,50,19,31,50,50,50,0,100,100,3,2,50,0.6,0.2,0.2
173,28,GossipPush,74659228870,18,512,34,34,38,12,50,38,12,50,50,50,0,100,100,3,2,50,0.6,0.2,0.2
174,28,GossipPushPull,2597927360,8,2800,42,42,40,10,50,40,10,50,50,50,0,100,100,3,2,50,0.6,0.2,0.2
175,29,Broadcast,99057703,1,99,99,99,37,12,51,37,12,51,62,38,0,100,100,3,2,50,0.6,0.3,0.3
176,29,Singlecast,97450053,1,1,1,1,1,1,98,1,1,98,62,38,0,100,100,3,2,50,0.6,0.3,0.3
177,29,Multicast,2403928793,3,99,35,35,12,15,73,12,15,73,62,38,0,100,100,3,2,50,0.6,0.3,0.3
178,29,GossipPull,24160037841,13,1823,22,22,19,43,38,19,43,38,62,38,0,100,100,3,2,50,0.6,0.3,0.3
179,29,GossipPush,49695202050,15,978,28,28,11,51,38,11,51,38,62,38,0,100,100,3,2,50,0.6,0.3,0.3
180,29,GossipPushPull,1976448130,7,2400,34,34,28,34,38,28,34,38,62,38,0,100,100,3,2,50,0.6,0.3,0.3
181,30,Broadcast,100279245,1,99,99,99,68,9,23,68,9,23,85,15,0,100,100,3,2,50,0.8,0.1,0.1
182,30,Singlecast,55620366,1,2,1,1,2,0,98,2,0,98,85,15,0,100,100,3,2,50,0.8,0.1,0.1
183,30,Multicast,813716738,3,99,35,35,77,3,20,77,3,20,85,15,0,100,100,3,2,50,0.8,0.1,0.1
184,30,GossipPull,4000387804,9,1029,14,14,55,31,14,55,31,14,85,15,0,100,100,3,2,50,0.8,0.1,0.1
185,30,GossipPush,25550427845,9,584,16,16,64,22,14,64,22,14,85,15,0,100,100,3,2,50,0.8,0.1,0.1
186,30,GossipPushPull,702884533,6,2000,29,29,76,10,14,76,10,14,85,15,0,100,100,3,2,50,0.8,0.1,0.1
187,31,Broadcast,100270362,1,99,99,99,52,12,36,52,12,36,83,17,0,100,100,3,2,50,0.8,0.2,0.2
188,31,Singlecast,106020403,1,3,1,1,1,3,96,1,3,96,83,17,0,100,100,3,2,50,0.8,0.2,0.2
189,31,Multicast,2409301453,3,99,35,35,37,8,55,37,8,55,83,17,0,100,100,3,2,50,0.8,0.2,0.2
190,31,GossipPull,9563096658,10,1099,15,15,42,41,17,42,41,17,83,17,0,100,100,3,2,50,0.8,0.2,0.2
191,31,GossipPush,32138211745,11,748,20,20,60,23,17,60,23,17,83,17,0,100,100,3,2,50,0.8,0.2,0.2
192,31,GossipPushPull,702168970,6,2000,30,30,27,56,17,27,56,17,83,17,0,100,100,3,2,50,0.8,0.2,0.2
193,32,Broadcast,100663898,1,99,99,99,38,16,46,38,16,46,73,27,0,100,100,3,2,50,0.8,0.3,0.3
194,32,Singlecast,43295756,1,1,1,1,1,0,99,1,0,99,73,27,0,100,100,3,2,50,0.8,0.3,0.3
195,32,Multicast,1790008479,3,99,35,35,31,9,60,31,9,60,73,27,0,100,100,3,2,50,0.8,0.3,0.3
196,32,GossipPull,18394114972,11,1331,18,18,17,56,27,17,56,27,73,27,0,100,100,3,2,50,0.8,0.3,0.3
197,32,GossipPush,42305274524,12,602,22,22,6,67,27,6,67,27,73,27,0,100,100,3,2,50,0.8,0.3,0.3
198,32,GossipPushPull,1374929622,7,2400,38,38,6,67,27,6,67,27,73,27,0,100,100,3,2,50,0.8,0.3,0.3
199,33,Broadcast,98676908,1,99,99,99,79,11,10,79,11,10,100,0,0,100,100,3,2,50,1,0.1,0.1
200,33,Singlecast,111771033,1,2,1,1,3,0,97,3,0,97,100,0,0,100,100,3,2,50,1,0.1,0.1
201,33,Multicast,1758768967,3,99,35,35,53,12,35,53,12,35,100,0,0,100,100,3,2,50,1,0.1,0.1
202,33,GossipPull,1976578473,9,879,12,12,76,24,0,76,24,0,100,0,0,100,100,3,2,50,1,0.1,0.1
203,33,GossipPush,23090586793,9,710,16,16,81,19,0,81,19,0,100,0,0,100,100,3,2,50,1,0.1,0.1
204,33,GossipPushPull,600941490,6,2000,27,27,72,28,0,72,28,0,100,0,0,100,100,3,2,50,1,0.1,0.1
205,34,Broadcast,99423326,1,99,99,99,58,19,23,58,19,23,100,0,0,100,100,3,2,50,1,0.2,0.2
206,34,Singlecast,83417514,1,1,1,1,1,0,99,1,0,99,100,0,0,100,100,3,2,50,1,0.2,0.2
207,34,Multicast,792826684,3,99,35,35,43,33,24,43,33,24,100,0,0,100,100,3,2,50,1,0.2,0.2
208,34,GossipPull,3524978518,10,1030,13,13,61,39,0,61,39,0,100,0,0,100,100,3,2,50,1,0.2,0.2
209,34,GossipPush,26617731366,9,568,16,16,28,72,0,28,72,0,100,0,0,100,100,3,2,50,1,0.2,0.2
210,34,GossipPushPull,601141605,6,2000,27,27,69,31,0,69,31,0,100,0,0,100,100,3,2,50,1,0.2,0.2
211,35,Broadcast,99592632,1,99,99,99,48,17,35,48,17,35,100,0,0,100,100,3,2,50,1,0.3,0.3
212,35,Singlecast,82404714,1,1,1,1,1,0,99,1,0,99,100,0,0,100,100,3,2,50,1,0.3,0.3
213,35,Multicast,2134140281,3,99,35,35,27,24,49,27,24,49,100,0,0,100,100,3,2,50,1,0.3,0.3
214,35,GossipPull,3987176701,10,1175,15,15,59,41,0,59,41,0,100,0,0,100,100,3,2,50,1,0.3,0.3
215,35,GossipPush,25779838110,9,606,16,16,44,56,0,44,56,0,100,0,0,100,100,3,2,50,1,0.3,0.3
216,35,GossipPushPull,702037550,6,2000,28,28,38,62,0,38,62,0,100,0,0,100,100,3,2,50,1,0.3,0.3
217,36,Broadcast,20344745,1,99,99,99,48,3,49,48,3,49,56,44,0,100,100,4,3,10,0.6,0.1,0.1
218,36,Singlecast,12421563,1,1,1,1,1,0,99,1,0,99,56,44,0,100,100,4,3,10,0.6,0.1,0.1
219,36,Multicast,2378513570,4,99,27,27,33,10,57,33,10,57,56,44,0,100,100,4,3,10,0.6,0.1,0.1
220,36,GossipPull,9344486352,9,1660,22,22,47,9,44,47,9,44,56,44,0,100,100,4,3,10,0.6,0.1,0.1
221,36,GossipPush,32271537340,10,693,27,27,51,5,44,51,5,44,56,44,0,100,100,4,3,10,0.6,0.1,0.1
